content_cleaned,label
dana cicil tidak bisa di pake padahal udah bayar tagihan,0.0
good,1.0
bagus,1.0
daptar belum bisa update,0.0
knp paylatter saya tidak bisa,1.0
aktifkan dana cicil saya,1.0
oke membantu,1.0
good,1.0
good job,1.0
tolong di upgratd buat limit penerimaan uang terlalu sedikit,1.0
ok,1.0
mantab,1.0
saya mau komplain tentang masalah penarikan di dana golls  sebegitu sulit buat menarik uang sendiri verifikasi wajah sudah di lakukan tapi masih tetap gagal mohon tanggapi komentar saya,0.0
dana makin the best,1.0
dana sangat berguna,1.0
sanggat kecewa atas dana saya udah lamaa pakai dan transaksi udah banyak setiap kali daftar dana cicil gak pernah diacc saya mau berhenti pakai dana klau buat kecewa terus,0.0
perbaiki fitur pesan masuk supaya bisa dihapusterima kasih,1.0
bagaimana cara mengaktifkan beli emas dan dana cicil,1.0
sangat bermanfaat sekali,1.0
sangat mmbantu,1.0
baik,1.0
mudah mentranver uang,1.0
ga bisa verivikasi wajah aplikasi jelek ga guna,0.0
gue kecewa dana cicilan aku gak muncul padahal aku dha lama pake dana,0.0
aplikasi nya jelek  pusat bantuanya gk guna costumer servisnya sulit di hubungierorr teruss,0.0
mantap,1.0
sangat bgus dan aman,1.0
ikuti aja bos alur ya uang saya mereka mkn sudah banyak biar kan orang itu kurang banyak mkn uang kekalahan saya bkal saya tuntut,0.0
sangat baik,1.0
setelah update ini sedikit mengecewakan sudah scan ektp sudah scan wajah masih saja gagal pindah ke dana premium,0.0
good,1.0
baguss,1.0
masha alloh transaksi pake dana sangat mudah,1.0
kalo dipake qris keluar apk mulu,0.0
bagus,1.0
lebih mudah bertransaksi good,1.0
mantap,1.0
better,1.0
sangat bakk,0.0
mantap,1.0
sangat bagus,1.0
kok akun saya ga ada fitur dana cicil atau dana instant,0.0
permohonan fitur dana cicil dan dana instan di menu tidak ada,1.0
sangat bagus,1.0
saldo di potong langsung tanpa owner tau,0.0
bagus,1.0
bagus,1.0
saya tidak bisa melakukan transaksi dan transfer uang pakai aplikasi ini sangat tidak recomended apk ini,0.0
kaga perlu repot lagi,1.0
bagus banget,1.0
knpa sekarang mau masukin alamat dana susah bngt,1.0
ajiiiiib pokona mah,1.0
bagus walaupun sering eror,1.0
saya terus berjuang untuk mendapatkan apa yg saya harapkan,1.0
mantap,1.0
ini kenapa saya login kok muter muter terus bisa tolong di bantu,0.0
saldo yang di transfer oleh pihak ovo tidak masuk ke dana bisnis,0.0
baik sekali,1.0
mantap,1.0
sejauh ini saya mengunakan dana untuk teransaksi sangan aman dan bagus,1.0
pln mobil semakin jaya,1.0
keren aplikasi dan aman untuk simpan uang di dana,1.0
dana cicil tidak bisa di gunakan,0.0
bagus sekali,1.0
kak kok di apk dana saya ngk keluar play later nya kak,0.0
udah bagus saran aja tambahin fitur beli tiket kereta,1.0
sangat mempermudah transaksi,1.0
sangat membantubagus,1.0
ok pisan euy,1.0
good,1.0
ihh makasih ya atas aplikasi nya aku kan mau download minecraft bangun kotamu terus kan bayar  rb jadinya bisa deh karena bantuan ini terima kasih ya,1.0
aktivin dana cicil,1.0
verifikasi akun,0.0
bagus,1.0
sy mengajukan penghapusan akun premiumdi suruh menuggu beberapa hari lg,0.0
ok,1.0
sangat bagus sayang admin nya besar,1.0
sgt membantu,1.0
,1.0
apakah pernah ada yang mengalami tiba akun dana kita ada transaksi yang tidak di kenal dan saldo kota habis tanpa kita tahu dan sedangkan kita tidak merasa bertransaksi,0.0
sangat baik,1.0
mantap,1.0
apk nya tdk jls saya tidak merasa tersaper eh malah ternsper sendiri udh mh no tujuan gk di kenal saldo habis mau apk dana sudah tidak aman lagi kocak,0.0
bagus,1.0
bagus,1.0
aplikasi sangat membantu,1.0
status transaksi success tapi saldo tidak bertambah,0.0
,1.0
mudah buat transaksi,1.0
ok,1.0
tolong aktifkan dana cicil saya,1.0
kenapa yaa aku ga bisa masuk ke dana sekalinya mau berhasil eh malah keluar aduh bingung banget niee kenapa yaa kira kira kasus aku apa yaa,1.0
bagus,1.0
sangat membantu mantap,1.0
good apl,1.0
bagus,0.0
ini kenapa pembayaran saya gagal sedang kan saldo saya mencukupi,0.0
sangat puas,1.0
sangat menbantu masyarakat indonesia,1.0
bagus,1.0
saya sangat suka trimakasih,1.0
dana cicil tidak ada di apk dana saya,1.0
mohon kembalika uang saya yang tiba tiba hilang,1.0
sangat bermanfaat,1.0
sangat membantu,1.0
terimakasih banyak dana dulu aku tidak bisa login dan tidak ada fitur pemindahan akun sekarang ada semoga  hari kedepan akunku dapat pulih kembali,1.0
bantu menutup akun dana saya ats nama maring yakub,1.0
sangat bagus,1.0
sangat menbatu ini apk apa lagi sekarang ada dana cicil memudah kan sya dan keluarga,1.0
semuanya ok v disaat paylater telat bisa di gunakan nya lagi ter lalu lama,1.0
pelayanan cepat mempermudah pemakai,1.0
mantapmudah dan cepat,1.0
bagus,1.0
sangattt amannnn,1.0
sangat membantu,1.0
biar bintang yang berbicara,1.0
sudah verifikasi pakai sandi dan wajah masih tetap tidak masuk haris minta kode otp trusss sedangkan kartu saya sudah hilang terakhir ribet berbeda dengan dompet digital yang lain yang penting sudah pakai verifikasi wajah langsung bisa masuk,0.0
gimana ini saya sudah melakukan pembayaran dana cicil tapi tidak bisa melakukan transaksi lagi  terus tibatiba saja uang saya hilang tanpa saya melakukan transaksi,0.0
terbaik,1.0
kurang,0.0
mantullll,1.0
goow,1.0
gua gak dikasih solusi padahal abis di tipu,0.0
pembelian kuota sudah dibayarsaldo dana pun sudah berkurang eh malah masuk ketagihan dana cicil tagihan jadi bertambah aneh banget cara nyari keuntungan nya udah bayar malah d hitung jadi utang bukan masalah nominalnya yg receh tapi tolong dong amanah,0.0
didana ku tidak bisa keluar dana instan padahal udah pindah ke dana premium,1.0
terpercaya,1.0
bgus plyanan nya,1.0
sangat mudah digunakan di,1.0
memuaskan,1.0
sangat bagus dan memuaskan,1.0
keren,1.0
alhamdullah dana sangat amanah dan semoga selanya aman dan amanah,1.0
bagus,1.0
sangat bagus,1.0
aplikasi yang sangat buruk saya top up  kirim ke gopay masuk nya  padahl udh kena potong dari dana,0.0
apk lag bgt sinyal udh bagus hp juga oke buat tf aja ribet udh di upgrade ke premium masih aja ga bisa suruh upgrade mulu padahal udh di upgrade benerin,0.0
dana sangat nggk amanah uang di dana di tarik aplikasi pdhl butuh bngt setiap abis di tf ortu blm sempet aku tarik sdh hilang saldo nya di tarik aplikasi bdoh bngt ini aplikasi ngerugiin orang bngt pdhl uang itu untuk makan malah di ambil aplikasi pokoknya dana ini nggak bagus buat di download sangat nggk amanah,0.0
fitur reksa dana ga jelas saya mau tarik saldo nya perlu verifikasih wajah pas udah verifikasih minta di ulang terus,0.0
ini sangat membantu top up,1.0
ok,1.0
alhamdulillah,1.0
mempermudah,1.0
lelet bangettt jaringan aku aja bagus dibilang tidak ada koneksi udah selama  minggu gimana si server nya saya mau cepat tf nya malah di persusah,0.0
thank you,1.0
keren banget,1.0
bagus,1.0
apk sampah dacil udah di lunasin ga bisa di pake lagi,0.0
coba dana cicil,1.0
eror,0.0
sangat terbantu dengan aplikasi dana,1.0
mempermudah akses,1.0
good,1.0
sangat membantu saya sekali terimakasih,1.0
sangat bagus dan membantu,1.0
sangat amat bagus,1.0
terimakasih dana mengatasi masalah,1.0
bagus,1.0
sangat membantu dan mempermudah urusan,1.0
kenapa dana cicil saya gak bisa di gunakan padahal sudah melakukan pelunasan dan kenapa dana instan di apk dana saya gak keluar,1.0
mempermudah segala hal,1.0
the best,1.0
oke mantap,1.0
menu dana cicil tidak ada,1.0
balikin duit gw rb sialan,0.0
bagus,1.0
sejauh ini aplikasi nya bagus pertahankan,1.0
membantu mempermudah bertransaksi,1.0
mengapa dana saya tidak bisa di buka,1.0
bagus apk nya,1.0
sangat lancar,1.0
mantap dana ini,1.0
eka,1.0
terimakasih buat sebanyakbanyaknya,1.0
cepat dan tepat pokoknya mantap dan top,1.0
kenapa claim daily reward nya kadang ngulang dari awal padahal udah checkin rutin kadang juga berubahubah buat dapet koinnya besok mau dapet koin langsung diubah letak koinnya atau ga ya balik ke awal lagi,1.0
aplikasi sangat berguna,1.0
oky,1.0
sangat membantu dan sangat mudah di gunakan,1.0
kenapa dana premium ku tidak bisa di aktifkan,1.0
aplikasi dana menjangkau ke pelosok pedesaan memudahkan pengguna untuk bertransaksi diberbagai model pembayaran,1.0
sangat membantu dan bermanfaat,1.0
dana sekarang ga kaya dulukemarin saya tidak melakukan transaksi sama sekali tiba tiba uang saya kesedot,0.0
nice,1.0
sangat bagus dn puas bnget pakai dana ini,1.0
bertahun² karna hilang hp baru inget lagi nomor yang terdaftar akun dana dan bisa masuktidak ada saldonya stelah saya isi saldodan mengganti nomor yang aktif akun saya keluar dan tidak bisa masuk lagi verifikasi slalu gagal hallo pas gk ada saldo bisakenapa sekarang ada saldonya malah gak bisa masuk pengaduan lewatdiana dana customer care emailakun ig danagk ada respon samasekali,0.0
transaksi aman dan cepat,1.0
ribet,0.0
berjalan baik cuman sayang dana cicilnya gk ada gk muncul muncul tolong di munculin dana cicilnyaa di aplikasi saya,1.0
ko nama dana saya ga muncul notifikasi ya juga ga muncull mohon min pembaruan nya,0.0
aplikasi terbaik,1.0
tidak memuaskan saya tidak bisa login,0.0
sangat membantu,1.0
jaringan fulltapi gak bisa digunakan sangat kecewa,0.0
ini kenapa susah login sama top up dana gk masuk baru skrng jadi eror gini,1.0
sangat baik,1.0
pokoknya dana terbaik,1.0
tidak dapat melihat aktivitas,0.0
sunggu nyaman di aprikasi ini saya nya saya gk ad kmunculan dana cicil nya,1.0
transaksi tampa pemberitahuan terlebih dahulu dengan ini saya kesal karna pembelian lansung berhasil tapa memberi tau saya terlebih dahulu,0.0
bagus,1.0
untuk dana instan nya terlalu ribet sulit diverifikasi saat penarikan limite sedikit tp sulit nya kaya minjem uang puluhan juta,1.0
knpa dana paylater sy ngk muncul muncul padhl udah lama sy pake apk ini,1.0
sangat baik,1.0
terimakasih dana sudah memudahkan sy melakukan transaksi pembayaran dan pembelian tp yg bikin malas sekarang kalau mau top up di alfamart kenapa selalu di kenakan admin  per k nya tolong dong kalaupun harus ada adminnya mbok ya jgn setiap top up sdhlah kita di batasi top up adminnya pun memberatkan maaf sy kurangi dulu bintang nya yaa,1.0
dana keluar masuk sudah banyak tapi masih belom bisa pakai dana cicil  payah   saya tidak memiliki tagihan apapun,0.0
mantap nieh aplikasi,1.0
cepat,1.0
puas sekali,1.0
agak kurang karena tidak bisa di mod,0.0
dana cicil aku koq udakh gak bisa di gunakan yahh kenapa yahh padahal gak ada tagihan tertunggak hampir  thn loh,1.0
good,1.0
ok sih buat transaksi pengiriman,1.0
kendalah cuman notif dana cicil belum ada ktanya sering transaksi nunggu  hari tpi udh berbulan bulan transaksi hampir tiap hari ya walupun kecil kecil tpi jalan trus mohon lh min di percepat,1.0
lawak aplikasi nyaa tiba saldo ilang,0.0
mantap,1.0
bagus,1.0
bayar tagihan tidak telat malah sebelum jatuh tempo tapi dana cicil tidak bisa digunakan  bikin kesel tau gitu gak usah dibayar sekalian,0.0
,1.0
apk dana sangat jelek karena saldo kesodot sendiri tanpa sepengetahuan admin dana kaya kontoll,0.0
aman dan mudah,1.0
sangat membantu,1.0
bagus,1.0
tolong kembalikan saldo dana saya yang telah tertipu,1.0
cukup baik,1.0
sesuai,1.0
bagus sekali,1.0
bagus dana,1.0
ok,1.0
sangt bagus dan puas menggunakan aplikasi dana,1.0
bagus,1.0
sangat bagus,1.0
saya bisa berbisnis di sini,1.0
tolong aktifkan fitur dana instan,1.0
luar biasa bagus,1.0
puas,1.0
sangat bagus aplikasinya sangat membantu untuk bertransaksi,1.0
sempurna,0.0
tingkatkan keamanan dan jaminan nasabah,1.0
sangat memudahkan untuk transaksi,1.0
sangat memuaskan,1.0
sangat bermanfaat untuk menyimpan,1.0
bagus,1.0
gak masuk apk  minggu pas mau masuk apk lagi kok gak bisa aneh bgt dana,0.0
bagus,1.0
ko apk nya di hp saya dana terhenti terus yah knp itu,1.0
ok pokonya,1.0
bgus,1.0
mudah lakukan transfer uang dan beli pulsa terimakasih saya sangat senang,1.0
bintang  aja cukup  apa udah  tahun pake dana  fitur dana instan aja gk keluar,0.0
sangat membantu,1.0
,1.0
ok membantu,1.0
baguss,1.0
ada apa dengan dana kok makin aneh tiap hari gangguan mau transfer jadi terganggu,0.0
keren,1.0
sangat bagus deh,1.0
,1.0
nih aplikasi jeleksaldo berkurang tanpa ijin pemilik,0.0
baik,1.0
apk ini sangat membantu saya untuk bertransaksi,1.0
terkhusus buat dana tolong ya pakharus dari awal buka aplikasi ada pin nya jangan cuma pas ngirim ajaini juga mudah masuk mudah ubah sandi jadi suami sya bisa buka tanpa izin saya dan mengubah sandi dengan mudah tolong ya pak sya pengguna danasemua ok cepat adm murah sya suka cuma satu ini aja sandi di awal ya pak biar ngak digonta ganti terus sandi sya pak,1.0
mantap,1.0
woy dana kenapa tiba akun saya terhubung ke lazada terus saldo saya tiba kepotong yang bener lah balikin saldo saya,0.0
untuk hp versi  tdk bisa kah,0.0
sangat baik,1.0
mantap,1.0
beri dana cicil,1.0
gampang nggak ribet tapi sayang saya pengguna lama tapi fitur dana cicil saya tidak di munculkan,1.0
keren,1.0
terimah kasih suda membantu sy pernah sy membayar di dana,1.0
saya sangat puas dengan aplikasi dana ini sangat mantap,1.0
mantap,1.0
xhji,1.0
udah  bulan lebih saya verifikasi di dana bisnis untuk dapat qr tapi belum di proses sama sekali,0.0
mantapterimakasih,1.0
mantap,1.0
mantap,1.0
bagus aplikasi nya,1.0
sayang nya fitur dana cicil nya ngak ada diakun saya apakah bisa bantu aktif kan fitur dana cicil diakun saya,1.0
biyar semaken mudah,1.0
sangat bagus,1.0
saya kasih  bintang soalnya dana cicil saya ngk muncul padahal sudah memenuhi semua syarat,1.0
bagus sangat puas,1.0
good,1.0
mohon maaf untuk pt espay debit indonesia koe tolong perbaiki menu layanan dana cicil tidak bisa di buka kita yang punya cicilan jadi tidak bisa bayar,1.0
simple,1.0
gmpang transaksi,1.0
danaku kenapa gabisa login padahal aku verifikasi pin dan vermuk knp msh minta otp,0.0
saya ingin menghapus data yang di kumpulkan,0.0
baguss,1.0
boleh,1.0
sumpah nyesel pake dana mau hapus akun ribet katanya suruh buka ini itu tapi ujungnya gak bisa makin parahhhh udah buka developer tapi malah suruh buka dana giliran buka dana gak ada lanjutkan ajg,0.0
apk ini sangat membantu tapi masih ada yang kurang tombol dana cicil saya belum dikeluarkan kn mohon dikeluarkan mohon tombol dana cicil nya di keluarkan,1.0
sangat memuaskan,1.0
terbaik,1.0
susah muncul dana cicil,1.0
pengiriman cepat dan transaksi aman terkendali,1.0
saya mau mengganti nomor akun dana karna nomornya dan hpnya hilang tetapi gabisa karna akun dana yang belum premium solusinya gimana agar saya bisa mengakses akun dana dan daftar ke premium,0.0
aplikasi dana sangat bagus dan memuaskan,1.0
sangat membantu,1.0
dana mempersulit ganti login di hp atau perangkat lain udh gak jelas,1.0
sangat bagus,1.0
bagus sangat membantu,1.0
saya heran d sistem dana cicil lunas semua sudah sejauh in tdk berlaku jika fitur dana cicil tdk bisa d gunakan alahkn baik d hps saja buat ap d muncul in fitur nya jika tdk bisa di gunakan bukannya membantu malah mengecewakan saran saya hps fitur dana cicil jika tdk bisa di gunakan trima kasih,0.0
sangat puas,1.0
mantap sangat pusa,1.0
munculkan dana pinjaman,1.0
sangat mudah digunakan,1.0
mudah dan simpel,1.0
good,1.0
baik,1.0
bagus sangat membantu,1.0
minta  min,1.0
tolong kalo bisaa fitur dana cicil di permudah saya sering transfer tetep aja gabisa di gunakan,0.0
donwload apk dana uda bisa kak cuman gak bisa ke buka cuman keluar gambar apk dana aja lama banget terus tiba tiba ada tulisan dana terhenti,0.0
oke,1.0
sudah update malah seing ngelag,0.0
bagus,1.0
boy,1.0
keluar sendiri mulu,0.0
sangat membantu,1.0
sangai membantu,1.0
apk dana sekarang mudah keretas apa gimana ini banyak yg kehilangan uang di aplikasi ini akibat transaksi yg tanpa sepengetahuan pemilik aku tiba² hilang saya sudah kehilangan  k si aplikasi dana ini ada yg sama gak coba komen juga ygengalami hal serupa,0.0
tanggal  mencoba mebuka aplikasi dana saya batalin saya uinstal aplikasi kasinya,0.0
aplikasi apaan ni waktu lagi di perluin malah gangguan gini sih,0.0
nice,1.0
kenapa dana syaa tidak keluar dana cicil,1.0
puas,1.0
tlong kpda pihak dana untuk memproses transaksi sy dikarenakan dri tgl  mei  smpai hri ini blm kembali jg saldo dana saya kalau pihak dana tdk mengembalikan saldo saya saya akan melapor ke jalur hukum,0.0
ga bisa paylater,1.0
sukses,1.0
sangat membantu,1.0
baik,1.0
isferigood,1.0
terima kasih,1.0
aplikasinya bermanfaat,1.0
sangat bagus,1.0
kenapa dana saya gabisa masuk min,1.0
tinggal aktifkan fitur dana cicil nya ajj udh bertaun gak adafitur nya,1.0
sanggat puas,1.0
paylater saya knapa jadi tida berlaku padahal gk pernah telat bayar malah slalu bayar sebelum tgl jatuh tempo,0.0
gabisa login kesalahan jaringan terus aneh padahal jaringan bagus udah ganti pake wifi pake kartu lain tetep aja gajelas,0.0
baik,1.0
masa ada batas transaksinya sih tidak puas sekali,0.0
sangat puas mantap pokonya mh cuman dana saya ga ada dana cicilnya padahal udah lama pake,1.0
sangat bantu,1.0
aplikasi yg sngt membantu dlam aktifitas sehari²,1.0
,1.0
mengapa terjadi kesalahan saat menarik dana instan,1.0
ok,1.0
mantap,1.0
sangat membantu,1.0
sangat bagus saya puas dengan aplikasi dana ni,1.0
jngn pme dana ribet lw kita salh tf atw mau berbicara sama cs yh gk bisa am si diana robotjngn pme dana uang ilang gak jls,0.0
apk ini sangat membantu,1.0
uang sering hilang tiba tiba,0.0
aktipkan dana cicil,1.0
gk muncul fitur dana cicil,1.0
oke,1.0
sayang nyh dana cicil sudah muncul tapi ga bisa d pake makin buruk aja apk dana,0.0
ko didana saya blum ada dana cicil,1.0
jossss la pokok nya,1.0
sangat aman dan terjamin keamanannya,1.0
setelah update dana cicil gak bisa di pakai,0.0
ok,1.0
tertarik,1.0
sangat bagus,1.0
aplikasi anjngg  transfer uang dari dana ke rekening dari kmren malam dan disuruh nunggu  jam tapi sampai skrng sudah melebihi  jam uang saya tidak juga masuk ke rekening  aplikasi anjng,0.0
bagus,1.0
dana cicil gk bisa di pergunakan,1.0
keren,1.0
sgt mbantu,1.0
dana cicil nya gak bisa,0.0
mengapa akun saya tidak ada dana cicilannya,1.0
keren,1.0
cara ngaktifkan dana cicil,1.0
sangat memudahkan,1.0
sangat suka,1.0
sangat memuaskan,1.0
ganti paswod,1.0
bagus,1.0
keren,1.0
luar biasa,1.0
bgus,0.0
ok,1.0
mnatap,1.0
bagus,1.0
mantap,1.0
menyimpan uang di dana aman dan terpercaya,1.0
top,1.0
baik,1.0
fitur dana cicil saya aktif ada limit nya begitu mau menggunakan nya tidak bisa digunakantidak tersedia padahal baru pertama kali mau menggunakan fitur dana cicil ini sebabnya kebutuhan mendesak urgentsudah mencoba melakukan berbagai tahapan dan menghubungi costumer care dengan mengirim email dan chat diana tapi tetap saja tidak ada hasilsaya harap agar dapat memberikan kemudahan dan manfaatnya dalam menggunakan fitur dana cicil inisudah selesai verifikasi tapi sayangnya tidak bisa digunakan,0.0
uang sering hilang bahkan udh jutaan sudah tidak aman lgi pkai dana,0.0
kenapa saya tidak bisa masuk ke dalam akun dana,1.0
ok,1.0
aplikasi dana emang mantap bisa membantu sekali,1.0
notip nya kampungan jadi merasa ke ganggu dengan notip baru nya,0.0
semuax okcuma ko lemot jaringan stabil pake wifitrnsaksi jadi susah,1.0
dana cicil,1.0
baguss,1.0
dana sekarang udah gak aman masa di buat transaksi gk bisa makin lama makin buruk aja,0.0
enak lah lebih praktis buat melakukan transaksi kemanaa mana,1.0
bagus,1.0
gas ters buat nabung,1.0
akses dana cicil tidak muncul,0.0
hebrbr,1.0
update fitur y banyak yg gak bisa di pake gak gak guna berat doang,0.0
terbaik,1.0
baik,1.0
sangat membantu dan mempermudah transaksi apapun terimakasih dana dompet digital,1.0
saya suka,1.0
sangat membantu,1.0
hallo klo lupa pin dana gmna ya solusinya,1.0
bagus,1.0
riwayat transaksi berhasil tapi di saldo tidak nambah macam apa ni,0.0
udah beberapa kali ngajuin fitur dana cicil hasilnya zonk,0.0
sangat bagus,1.0
bermanfaat,1.0
transaksi rajin tapi knapa tidak dapat dana instan,1.0
baik,1.0
pembayaran gagal tapi saldonya tidak kembali hubungi cs kurang membantu,0.0
aman dan sangat mudah mengaplikasikannya,1.0
kenapa gk bisa narik,1.0
sangat bagus dan pelayanan bagus bangat  aku suka,1.0
lagi tahap pertama,1.0
paten kali dana inibisa buat grimkeluarga dari jauh,1.0
bgus,1.0
sangat bagus,1.0
ektp saya digunakan untuk akun dana premium di nomor yang tidak saya kenal padahal saya belum pernah mendaftarkan ektp saya ke akun dana dan saat saya ingin mendaftar menggunakan ektp malah sudah tertera bahwa ektp saya sudah terdaftar dan tidak bisa di blokir atau dipindahkan kembali karena saya tidak tahu nomor siapa yang mendaftar menggunakan ektp saya ektp itu data pribadi jika sudah begini harus bagaimana lagi ektp saya digunakan oleh orang asing untuk mendaftar dana premium,0.0
mantap cuman blm ada ficture dana cicilnya saja,1.0
aplikasi bangsatt ribet banget aplikasi jelek juga kaya taii anjingg,0.0
sangat membantu,1.0
dana instan kok gk muncul,1.0
siapp,1.0
bagus,1.0
god bos,1.0
oke,1.0
sangat bagus,1.0
sayaa mau masuk ke akunn dana sayaa nggak bisaaa,0.0
sangan membantu dalam melakukan proses transaksi jual beli entah dalam nominal besar dan kecilterimakasih untuk dana,1.0
mantap,1.0
bug mulu anjg,0.0
sangat membantu,1.0
dana enggak bisa di buka pas saya masukin nomor danaenggak bisaslalu ada kendala,0.0
gak bisa premium kfc nya sesalu muncul pas mau fotoin ktp,0.0
bagusmempermudah pembayaran,1.0
mantap,1.0
ok,1.0
oke,1.0
bermanfaat,1.0
saldo hilang sendiri kaya ada yg bobol,0.0
dana cicil udh ada dan aktif  tapi kenapa fitur nya gak bisa digunakan tidak tersedia,1.0
aplikasi gajelas suka ngebug pas ngelakuin transaksi kalo pun dilaporin ke asisten diana tetep gajelas cuma ngasih chat yang terus berulang udah paling bener pakai aplikasi lain dari pada ini udh sering trouble fitur laporan juga ga guna klo cuma ngasih teks yang berulang blok,0.0
terbaik,1.0
ko dana nya di hp saya ga ke buka,1.0
baik,1.0
bagus,1.0
bagus,1.0
taik beli emas rb malah jadi rb kalo ada biaya layanan atau admin seharusnya di tulis di rinciannya bro klo gini kan yng rb kemana kan engga tau,0.0
gas gas gas,1.0
bagus,1.0
sangat bagus,1.0
baik,1.0
ga bisa di pake saya udah bayar padahal dana cicil nya,0.0
alfred dana terbaru,1.0
gajelas saya mempunyai fitur dana cicil tapi tidak bisa di pakai padahal limit masi tersedia di fitur tolong segera di perbaiki,0.0
dana cicil nya ribet  udah di aktipkan  tetap tidak berlaku,0.0
oke,1.0
good,1.0
tapi aku belum bisa dana cicil,1.0
belum mencoba,0.0
ok,1.0
siip,1.0
dana instan sangat membantu bagi kamidisaat mendesak untuk kebutuhan sehariharibila perlu limitnya dibesar sekitar  juta sd  juta dalam jangka waktu  bulan   bulankarena dana instan sangat membantu rakyat indonesia dan bunganya rendahitu saja mks,1.0
posting  dana,1.0
saya puas transaksi dgn dana semua jadi mudah,1.0
dana sangat bagus untuk menyimpan uang yang kita dapat,1.0
bagus,1.0
great,1.0
matoh,1.0
knp skrg dana instan tidak bisa pengajuan padahal masih ada sisa limitnya,0.0
