userName,score,at,content
Frengky Basutey,5,2026-05-07 06:15:38,mudah lakukan transfer uang dan beli pulsa terimakasih saya sangat senang.
Candra 1990,1,2026-05-07 06:14:47,bintang 1 aja cukup ... apa udah 5 tahun pake dana .. fitur dana instan aja gk keluar
Dewi Indahsari,5,2026-05-07 06:12:22,sangat membantu
Rahmat Dotinggulo,5,2026-05-07 06:11:06,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍
Eko 99,5,2026-05-07 06:07:51,ok membantu
muhamad erwin,5,2026-05-07 06:07:39,baguss
Bang Junai,1,2026-05-07 06:07:20,"ada apa dengan dana, kok makin aneh tiap hari gangguan, mau transfer jadi terganggu!"
Paleng Aja,5,2026-05-07 06:07:05,keren
Agus Widhiasih,5,2026-05-07 06:06:50,sangat bagus deh
lele mantak,5,2026-05-07 06:05:06,👌
wahyu budi sulistiyanto,1,2026-05-07 06:04:54,"nih aplikasi jelek,,saldo berkurang tanpa ijin pemilik"
Rikal Uncp,5,2026-05-07 06:03:01,baik
Devil Min,5,2026-05-07 06:01:00,apk ini sangat membantu saya untuk bertransaksi
rokayah,5,2026-05-07 06:00:48,"terkhusus buat dana tolong ya pak,,harus dari awal buka aplikasi ada pin nya jangan cuma pas ngirim aja,ini juga mudah masuk mudah ubah sandi jadi suami sya bisa buka tanpa izin saya dan mengubah sandi dengan mudah tolong ya pak sya pengguna dana,,semua ok cepat ADM murah sya suka cuma satu ini aja sandi di awal ya pak biar ngak digonta ganti terus sandi sya pak"
Risma Yusuf,5,2026-05-07 05:57:41,mantap
Ibxyz.,1,2026-05-07 05:52:04,"woy dana, kenapa tiba2 akun saya terhubung ke lazada, terus saldo saya tiba2 kepotong, yang bener lah. balikin saldo saya"
Rahmat Pebrian,1,2026-05-07 05:43:31,Untuk hp versi 5 tdk bisa kah
Komkom 123kom,5,2026-05-07 05:41:49,sangat baik
Hendi,5,2026-05-07 05:39:57,mantap 💪💪💪
Aldi Yanto,5,2026-05-07 05:37:58,beri dana cicil
Aslahul Umam,5,2026-05-07 05:23:38,"Gampang, nggak ribet, tapi sayang saya pengguna lama tapi fitur DANA CICIL saya tidak di munculkan."
Luci Yem,5,2026-05-07 05:21:15,keren
Engel Engelbert,5,2026-05-07 05:16:35,terimah kasih suda membantu sy pernah sy membayar di dana
Nazih Ktg,5,2026-05-07 05:16:29,saya sangat puas dengan aplikasi dana ini sangat mantap
BJ Sumarlin,5,2026-05-07 05:12:57,mantap
Ambri Aja,4,2026-05-07 05:04:33,xhji
Farrel Aditya,1,2026-05-07 05:04:23,udah 1 bulan lebih saya verifikasi di dana bisnis untuk dapat qr tapi belum di proses sama sekali
Ihin Solihin,5,2026-05-07 05:02:43,mantap.terimakasih
zulhamdi muhamad,5,2026-05-07 05:00:15,Mantap
Krisna Fanani,5,2026-05-07 04:52:49,mantap
Ai Zuariah,5,2026-05-07 04:51:49,bagus aplikasi nya
Mgs Sahabat,5,2026-05-07 04:50:30,"sayang nya fitur dana cicil nya ngak ada diakun saya, apakah bisa bantu aktif kan fitur dana cicil diakun saya"
Pujiati Puji,5,2026-05-07 04:48:08,biyar semaken mudah
DOMENG GAMING,5,2026-05-07 04:46:05,sangat bagus
Muh Alfian,4,2026-05-07 04:43:25,saya kasih 4 bintang soalnya dana cicil saya ngk muncul2 padahal sudah memenuhi semua syarat
truno djoyo,5,2026-05-07 04:41:22,bagus sangat puas
Dina Jeon,5,2026-05-07 04:38:58,good
Andii Pramuja,5,2026-05-07 04:37:45,Mohon maaf untuk PT ESPAY DEBIT INDONESIA KOE. Tolong perbaiki menu layanan dana cicil tidak bisa di buka. Kita yang punya cicilan jadi tidak bisa bayar.
Twidy Khalisa,5,2026-05-07 04:33:21,simple
Yeni Meilida,5,2026-05-07 04:32:45,gmpang transaksi
Radit Radit,1,2026-05-07 04:31:53,danaku kenapa gabisa login?? padahal aku verifikasi pin dan vermuk? knp msh minta otp
Restu Rizal,2,2026-05-07 04:31:22,saya ingin menghapus data yang di kumpulkan
Bang Nd,5,2026-05-07 04:30:21,baguss
Abhi Jhee,5,2026-05-07 04:23:28,boleh
Ab Ab,1,2026-05-07 04:23:26,"SUMPAH NYESEL PAKE DANA MAU HAPUS AKUN RIBET KATANYA SURUH BUKA INI ITU TAPI UJUNGNYA GAK BISA MAKIN PARAHHHH UDAH BUKA DEVELOPER TAPI MALAH SURUH BUKA DANA GILIRAN BUKA DANA GAK ADA LANJUTKAN 👎👎👎AJG"""
Dini Wahyuni,5,2026-05-07 04:23:20,apk ini sangat membantu Tapi masih ada yang kurang tombol dana cicil saya belum dikeluarkan kn Mohon dikeluarkan Mohon tombol dana cicil nya di keluarkan
Ris Wanto,5,2026-05-07 04:18:48,sangat memuaskan
Maulana Zikri,5,2026-05-07 04:18:22,terbaik
Ade Supriatna,4,2026-05-07 04:17:00,susah muncul dana cicil
ALAN Nasution,5,2026-05-07 04:16:14,pengiriman cepat dan transaksi aman terkendali
Anggi Dian,2,2026-05-07 04:08:51,"saya mau mengganti nomor akun dana karna nomornya dan hpnya hilang tetapi gabisa karna akun dana yang belum premium, solusinya gimana agar saya bisa mengakses akun dana dan daftar ke premium"
Lukman Nulhakim,5,2026-05-07 04:01:11,aplikasi dana sangat bagus dan memuaskan
Aris Oke,5,2026-05-07 04:00:32,sangat membantu
Nanta alfarisi,5,2026-05-07 03:59:07,DANA mempersulit ganti Login di HP atau perangkat lain.. Udh gak jelas
Piyaaja Pia,5,2026-05-07 03:55:47,sangat bagus
Masdoni,5,2026-05-07 03:52:28,bagus sangat membantu
Ali Chinese,1,2026-05-07 03:47:49,saya heran d sistem dana cicil lunas semua sudah sejauh in TDK berlaku jika fitur dana cicil TDK bisa d gunakan alahkn baik d hps saja buat ap d muncul in fitur nya jika TDK bisa di gunakan bukannya membantu malah mengecewakan saran saya hps fitur dana cicil jika TDK bisa di gunakan. trima kasih
Jokex Bang rejabar,5,2026-05-07 03:44:18,sangat puas
Armadly Coc41,5,2026-05-07 03:44:08,mantap sangat pusa
Amar Juansyahakbar,5,2026-05-07 03:39:02,Munculkan dana pinjaman
Amat Ink,5,2026-05-07 03:37:31,sangat mudah digunakan
Sobirin Irin,5,2026-05-07 03:35:46,mudah dan simpel
chodev jr,5,2026-05-07 03:23:37,good
Godek Slem,5,2026-05-07 03:11:01,baik
zain Pro audio,5,2026-05-07 03:04:44,bagus sangat membantu
Rully Almubarok,5,2026-05-07 03:04:15,minta 50 min
Erna Wati,1,2026-05-07 03:01:58,tolong kalo bisaa fitur dana cicil di permudah saya sering transfer tetep aja gabisa di gunakan
moch Maksum,1,2026-05-07 02:59:29,donwload apk dana uda bisa kak cuman gak bisa ke buka cuman keluar gambar apk dana aja lama banget terus tiba tiba ada tulisan dana terhenti
Adi Yadi,5,2026-05-07 02:57:01,oke
Ahmad Faisal,3,2026-05-07 02:54:45,kenaa limit dana cicil tidak tersedia?sedangkan saldo limit ada.tolong dong diperbaiki
Edery Hidayat,1,2026-05-07 02:53:59,sudah update malah seing ngelag
Rian Permadi,5,2026-05-07 02:46:07,bagus
Suno Junianto,5,2026-05-07 02:44:37,boy
Chepi Muhamad Nur Hakiki,1,2026-05-07 02:43:53,keluar sendiri mulu
Demon Demonpw,5,2026-05-07 02:43:40,sangat membantu
Saiful Rahman,5,2026-05-07 02:43:04,Sangai membantu
Gandi Setiawan,1,2026-05-07 02:42:03,apk dana sekarang mudah keretas apa gimana ini? banyak yg kehilangan uang di aplikasi ini akibat transaksi yg tanpa sepengetahuan pemilik aku. tiba² hilang. saya sudah kehilangan ± 400k si aplikasi dana ini. ada yg sama gak? coba komen juga ygengalami hal serupa.
Jupri Adi,2,2026-05-07 02:41:57,"tanggal 6/3/2026 mencoba mebuka aplikasi dana saya batalin, saya uinstal aplikasi kasinya."
Kim Jeha,1,2026-05-07 02:35:32,aplikasi apaan ni waktu lagi di perluin malah gangguan gini sih
Abu Zar,5,2026-05-07 02:35:01,nice..
RIDO99 New,5,2026-05-07 02:26:16,kenapa dana syaa tidak keluar dana cicil
juli andri,5,2026-05-07 02:25:01,puas
BYNZZ FF,1,2026-05-07 02:23:05,"tlong kpda pihak dana untuk memproses transaksi sy dikarenakan dri tgl 2 mei 2026 smpai hri ini blm kembali jg saldo dana saya. Kalau pihak dana tdk mengembalikan saldo saya, saya akan melapor ke jalur hukum"
Riyan Aprizal,5,2026-05-07 02:20:49,ga bisa Paylater
Allyha Khyrani,5,2026-05-07 02:20:26,sukses
Leo Agus,5,2026-05-07 02:16:24,sangat membantu
Anak Nias,5,2026-05-07 02:09:55,baik
Ronye 1212,5,2026-05-07 01:59:29,isferigood
Riska dendri Salman,5,2026-05-07 01:58:29,Terima kasih
Salnk Plus,5,2026-05-07 01:57:20,aplikasinya bermanfaat
Hermadi m1m2m3,5,2026-05-07 01:55:44,Sangat bagus
Meong Cantik,4,2026-05-07 01:54:59,kenapa dana saya gabisa masuk min?
MUHAMMAD JULFIRLI13,5,2026-05-07 01:52:15,"tinggal aktifkan fitur dana cicil nya ajj udh bertaun"" gak ada""fitur nya"
Al Ujang,5,2026-05-07 01:52:12,sanggat puas
zihan abdulkohar777,1,2026-05-07 01:47:42,"Paylater saya knapa jadi tida berlaku padahal GK pernah telat bayar, malah slalu bayar sebelum tgl jatuh tempo.. #uninstalDANA"
Artu Starboy,1,2026-05-07 01:46:54,gabisa login kesalahan jaringan terus aneh padahal jaringan bagus udah ganti pake wifi pake kartu lain tetep aja gajelas
Galih Mandala,5,2026-05-07 01:46:42,baik
Ita Pattricia Manurung,1,2026-05-07 01:44:05,"masa ada batas transaksinya sih, tidak puas sekali"
Seble Gacor135,5,2026-05-07 01:43:17,sangat puas mantap pokonya MH cuman dana saya ga ada dana cicilnya padahal udah lama pake
Mis Tari,5,2026-05-07 01:40:07,Sangat bantu
Zayn Nasution,5,2026-05-07 01:39:09,aplikasi yg Sngt membantu Dlam aktifitas sehari²
Ardam Doang,5,2026-05-07 01:38:57,👍
Zoeya Kelly,5,2026-05-07 01:36:39,mengapa terjadi kesalahan saat menarik dana instan
Ida Holidah,3,2026-05-07 01:35:14,"payah bgt, buat sya aplikasi ini tidak begitu bagus, bahkan sya bilang sangat rugi. uang yg udah di tranfer oleh pihak agen dari permainan game, tidak pernah masuk ke DANA. jelas sangat rugi."
Arfan Alfariz,5,2026-05-07 01:31:20,ok
Didik Wiranto,5,2026-05-07 01:26:25,mantap
Al Komatsu237,4,2026-05-07 01:26:20,sangat membantu
Azhari Azhari,5,2026-05-07 01:24:42,sangat bagus saya puas dengan aplikasi dana ni
Muhtar Zero,1,2026-05-07 01:24:16,"jngn pme dana ribet lw kita salh tf atw mau berbicara sama CS yh GK bisa am si Diana robot..jngn pme dana uang ilang gak jls,,"
Rafli,5,2026-05-07 01:24:01,apk ini sangat membantu
Aira Sirly,3,2026-05-07 01:21:19,"saya kecewa,,saya berapa kali pinjam di dana instan,,pembayaran selalu tepat waktu tapi setelah melakukan pembayaran,kenapa malah ga bisa pinjam lagi,,selalu di tolak"
Arip Ramadan,1,2026-05-07 01:19:42,uang sering hilang tiba tiba
Siva herlambang,5,2026-05-07 01:19:17,aktipkan dana cicil
Ardi Dii,5,2026-05-07 01:14:04,gk muncul fitur dana cicil
Maudy Nabilla,5,2026-05-07 01:13:04,oke
Dicki Gl100,1,2026-05-07 01:11:48,sayang nyh dana cicil sudah muncul tapi ga bisa d pake makin buruk aja apk dana
Afriadi Adi,5,2026-05-07 01:11:07,ko didana saya blum ada dana cicil
Fitri Nisa,5,2026-05-07 01:09:30,jossss la pokok nya
Indra bakti Lesmana,3,2026-05-07 01:07:54,"sekarang limit dana cicil tersedia tapi ketika mau di gunakan tidak tersedia padahal perdana dpt limit di pakai buat pulsa ajh gbsa limit cuma 100k ajh ko susah,hapus ajh dana cicil klau TDK bisa pakai"
Vivo Saha,5,2026-05-07 01:06:48,"sangat aman dan terjamin keamanannya """
Modpak 36,2,2026-05-07 01:06:47,setelah update dana cicil gak bisa di pakai
Rezaadesurya Reza,5,2026-05-07 01:00:47,ok
Bang Mana,5,2026-05-07 00:59:24,tertarik
Radi Ret,5,2026-05-07 00:58:37,sangat bagus
Avatar Gordon,1,2026-05-07 00:58:25,APLIKASI ANJ111NGG !!! TRANSFER UANG DARI DANA KE REKENING DARI KMREN MALAM DAN DISURUH NUNGGU 24 JAM TAPI SAMPAI SKRNG SUDAH MELEBIHI 24 JAM UANG SAYA TIDAK JUGA MASUK KE REKENING. . APLIKASI ANJ1111NG !!!!
Agus Surahman,5,2026-05-07 00:58:14,bagus
Faisal Tanjung,5,2026-05-07 00:51:58,Dana Cicil gk bisa di pergunakan..
Aldi Fauzi,5,2026-05-07 00:50:43,keren
Mardudi Mareng,5,2026-05-07 00:49:09,sgt mbantu
Rahmad Kurnia,2,2026-05-07 00:48:50,dana cicil nya gak bisa
Duan Alung,5,2026-05-07 00:46:56,mengapa akun saya tidak ada Dana cicilannya
Apokpak Gaming,5,2026-05-07 00:42:15,keren
Rizqon Halalan,4,2026-05-07 00:39:48,cara ngaktifkan dana cicil
Andi Kurniawan,5,2026-05-07 00:35:46,sangat memudahkan
Ram Dani,5,2026-05-07 00:35:45,sangat suka
Ahmad Rapi,5,2026-05-07 00:35:35,sangat memuaskan
Ivanso 87,5,2026-05-07 00:29:53,ganti paswod
Andz Zetiawan,3,2026-05-07 00:29:33,"halo kak mau minta tolong ka jadi gini, saya bikin akun dana terus gagal mulu kak, nah setelah gagal aku bikin lagi pake nomer yang berbeda ka terus jadi, nah kaka saya kirim uang ke nomer yang gagal ka, terus saya coba login saya lupa pun ka, dan verifikasi wajah ga cocok mulu ka tolongg di bantu, soalnya kaka saya kirimnya ke akun dana yang aku bikin gagal, tapi bisa kekirim ka, tolongg bantuannya, harusnya si ka di bikin lewat otp whatsapp/SMS biar lebih mudah ka"
Prih Hartini,5,2026-05-07 00:28:20,bagus
Iswan Lahawin,5,2026-05-07 00:24:11,keren
Ukke Adhan,5,2026-05-07 00:23:48,luar biasa
Doni Doni,1,2026-05-07 00:21:26,bgus
Mantot Mantot,5,2026-05-07 00:19:36,ok
Hadi Susanto,5,2026-05-07 00:16:43,mnatap
TUAN KHAMHAN,5,2026-05-07 00:14:25,bagus
Naoki Rem,3,2026-05-07 00:13:28,cukup kecewa sering kali beli kuota tapi tidak pernah berhasil cuman di transaksi berhasil tapi kuota tidak kunjung datang
Obrog 88,5,2026-05-07 00:11:32,mantap
farida setiawati,5,2026-05-07 00:10:57,menyimpan uang di DANA aman dan terpercaya
Ayuningsih Ayu,5,2026-05-07 00:06:49,top
Hoirur Rofik,5,2026-05-07 00:03:44,baik
hengky Putasti,2,2026-05-07 00:01:09,fitur dana cicil saya aktif ada limit nya begitu mau menggunakan nya tidak bisa digunakan/tidak tersedia padahal baru pertama kali mau menggunakan fitur dana cicil ini sebabnya kebutuhan mendesak urgent.sudah mencoba melakukan berbagai tahapan dan menghubungi costumer care dengan mengirim email dan chat Diana tapi tetap saja tidak ada hasil.saya harap agar dapat memberikan kemudahan dan manfaatnya dalam menggunakan fitur dana cicil ini.sudah selesai verifikasi tapi sayangnya tidak bisa digunakan
Aiza Azzura,1,2026-05-07 00:01:00,"uang sering hilang, bahkan udh jutaan. sudah tidak aman lgi pkai dana"
Miroramburabani,3,2026-05-07 00:00:06,is ok
m mulia,5,2026-05-06 23:56:02,kenapa saya tidak bisa masuk ke dalam akun dana
Ridwan solihon,5,2026-05-06 23:50:32,ok
Bernad 12,5,2026-05-06 23:49:02,aplikasi dana emang mantap bisa membantu sekali
Aceng Bungsu,1,2026-05-06 23:45:54,notip nya kampungan jadi merasa ke ganggu dengan notip Baru nya
Adi Hadianto,5,2026-05-06 23:45:21,"semuax ok,cuma ko lemot jaringan stabil pake Wifi,,,trnsaksi jadi susah."
Wildan Arman,5,2026-05-06 23:43:20,dana cicil
arjuna Putra,4,2026-05-06 23:42:39,baguss
Sigit Son,1,2026-05-06 23:39:02,"dana sekarang udah gak aman masa di buat transaksi gk bisa ,makin lama makin buruk aja"
DIMAS ANGGA,5,2026-05-06 23:36:01,enak lah lebih praktis buat melakukan transaksi kemanaa mana
Agung Arif,5,2026-05-06 23:35:36,bagus
Fiung Arlandie,5,2026-05-06 23:33:02,gas ters buat nabung
Vivo,2,2026-05-06 23:26:20,akses dana cicil tidak muncul
Assegaf Ali,5,2026-05-06 23:22:05,hebrbr
Darman Rades,1,2026-05-06 23:20:57,update fitur y banyak yg gak bisa di pake gak gak guna berat doang
Ardi Nursodik,5,2026-05-06 23:20:10,terbaik..
Mhd Saymara,5,2026-05-06 23:19:32,baik
Panji Anto,5,2026-05-06 23:19:06,sangat membantu dan mempermudah transaksi apapun terimakasih dana dompet digital
Werno Sihombing,5,2026-05-06 23:17:33,saya suka
Said Salim,5,2026-05-06 23:17:03,sangat membantu
Kuswanto Mawo,5,2026-05-06 23:16:41,hallo klo lupa pin dana gmna ya solusinya
Dimas Rizky,5,2026-05-06 23:16:01,bagus
rizky chairy,2,2026-05-06 23:13:27,"riwayat transaksi berhasil tapi di saldo tidak nambah, macam apa ni"
youtubr,1,2026-05-06 23:11:20,"udah beberapa kali ngajuin fitur dana cicil hasilnya zonk,,,"
Robi Bi,5,2026-05-06 23:10:01,sangat bagus😊
ADE Dehgol,5,2026-05-06 23:08:17,bermanfaat
Ari Tb,5,2026-05-06 23:05:32,transaksi rajin tapi knapa tidak dapat dana instan
arsya channel,5,2026-05-06 23:04:52,baik
Ian Pineiro,2,2026-05-06 22:59:46,"pembayaran gagal tapi saldonya tidak kembali, hubungi CS kurang membantu!!"
Eko prasiyan Fauzi,5,2026-05-06 22:57:05,aman dan sangat mudah mengaplikasikannya
Risna Wati,5,2026-05-06 22:55:54,kenapa gk bisa narik
Lusia Mayrisal,5,2026-05-06 22:54:16,sangat bagus dan pelayanan bagus bangat 👏👍 aku suka
Akhtar nafis,5,2026-05-06 22:54:14,lagi tahap pertama
Dafrilius Zebua,3,2026-05-06 22:53:38,kenapa sebentar sebentar di Update terus Aplikasi Dana ini... sangat menggangu sekali Update terus
Rendy Rendy saputra,5,2026-05-06 22:51:54,"paten kali dana ini,bisa buat grim""keluarga dari jauh"
Sutrisno Sutrisno,5,2026-05-06 22:48:14,bgus
Amal Amel,5,2026-05-06 22:47:04,sangat bagus
Juni juni yeonjuniee,1,2026-05-06 22:46:55,"e-KTP saya digunakan untuk akun dana premium di nomor yang tidak saya kenal, padahal saya belum pernah mendaftarkan e-KTP saya ke akun dana dan saat saya ingin mendaftar menggunakan e-KTP malah sudah tertera bahwa e-KTP saya sudah terdaftar dan tidak bisa di blokir atau dipindahkan kembali karena saya tidak tahu nomor siapa yang mendaftar menggunakan e-KTP saya. e-KTP itu data pribadi, jika sudah begini harus bagaimana lagi? e-KTP saya digunakan oleh orang asing untuk mendaftar dana premium."
Iyan Sopian,5,2026-05-06 22:43:14,mantap cuman blm ada ficture dana cicilnya saja
Umaedi Maulana,1,2026-05-06 22:42:08,Aplikasi Bangsatt Ribet Banget Aplikasi Jelek Juga Kaya Taii Anjingg
Riki Yansah,5,2026-05-06 22:41:58,sangat membantu
Ridho Saputra,5,2026-05-06 22:31:53,dana instan kok GK muncul
sarah365 umi,5,2026-05-06 22:31:02,Siapp
Tatang Tatangs,5,2026-05-06 22:26:49,bagus
Indra Riandi,5,2026-05-06 22:25:22,God bos
subur Irwanto,5,2026-05-06 22:25:05,oke
Kristina Iik,5,2026-05-06 22:23:34,sangat bagus
adit Jtg,1,2026-05-06 22:23:07,Sayaa Mau Masuk Ke Akunn Dana Sayaa Nggak Bisaaa
Muh Zakaria,5,2026-05-06 22:23:06,sangan membantu dalam melakukan proses transaksi jual beli entah dalam nominal besar dan kecil.terimakasih untuk dana
Bila ketjil,5,2026-05-06 22:22:37,mantap
tempe bakar,1,2026-05-06 22:22:17,bug Mulu anjg
Fathor Rosi,5,2026-05-06 22:19:07,sangat membantu
zenrastafara 11,1,2026-05-06 22:18:28,.dana enggak bisa di buka pas saya masukin nomor dana.enggak bisa.slalu ada kendala
Syahwa Sagina,1,2026-05-06 22:15:14,gak bisa premium KFC nya sesalu muncul pas mau fotoin KTP
Pery,5,2026-05-06 22:14:54,"bagus,mempermudah pembayaran"
Eko Ardiansyah,5,2026-05-06 22:13:00,mantap
Mom Bima,5,2026-05-06 22:12:48,ok
Muhammad.arifin121 Muhammad.arifin121,5,2026-05-06 22:10:29,oke
Herwin Hendrianto,5,2026-05-06 22:05:11,bermanfaat
Muh Ahmad,3,2026-05-06 22:04:53,Saya tidak ada dana cici
Citra Ningsih,1,2026-05-06 22:04:24,saldo hilang sendiri kaya ada yg bobol
Nuri Apriani10,5,2026-05-06 22:03:01,"dana cicil udh ada dan aktif , tapi kenapa fitur nya gak bisa digunakan tidak tersedia ?"
Aidil Fardan,1,2026-05-06 22:02:45,"Aplikasi gajelas suka ngebug pas ngelakuin transaksi kalo pun dilaporin ke asisten diana tetep gajelas cuma ngasih chat yang terus berulang udah paling bener pakai aplikasi lain dari pada ini udh sering trouble fitur laporan juga ga guna klo cuma ngasih teks yang berulang, blok!!!"
Yusup Syaputra,5,2026-05-06 22:02:01,terbaik
panglima Panglima,5,2026-05-06 22:01:39,ko dana nya di hp saya ga ke buka
Yanz,5,2026-05-06 22:00:13,baik
Andri Andri,5,2026-05-06 21:59:47,bagus
Ainul Faqi,5,2026-05-06 21:57:37,bagus
Haris Sam,1,2026-05-06 21:57:33,"taik beli emas 200rb malah jadi 193rb, kalo ada biaya layanan atau admin seharusnya di tulis di rinciannya bro. klo gini kan yng 7rb kemana? kan engga tau"
Joko Rayder,5,2026-05-06 21:54:32,gas gas gas
Sukma Wati,5,2026-05-06 21:54:17,bagus
Kalila Kirana,5,2026-05-06 21:54:15,sangat bagus
Angriyana,5,2026-05-06 21:51:31,baik
Raihan Dwi,1,2026-05-06 21:50:16,ga bisa di pake saya udah bayar padahal dana cicil nya
Rudi azis saputra,5,2026-05-06 21:49:15,Alfred dana terbaru
m abdul aziz,3,2026-05-06 21:48:23,tolong di perbaiki jika ada kendala
Ramdani Dani,3,2026-05-06 21:45:03,tolong benerin di bagian premium dana nya eror Mulu
emy brmeyl,1,2026-05-06 21:44:30,gajelas saya mempunyai fitur dana cicil tapi tidak bisa di pakai padahal limit masi tersedia di fitur tolong segera di perbaiki
Gaapuy Geblai,1,2026-05-06 21:44:01,dana cicil nya ribet . udah di aktipkan . tetap tidak berlaku.
Ina Bocil,5,2026-05-06 21:43:46,oke
street cornering Cianjur,5,2026-05-06 21:40:00,good
Gabriel Manullang,5,2026-05-06 21:38:35,tapi aku belum bisa dana cicil
Datuk Taufan Agus,2,2026-05-06 21:38:29,belum mencoba.
Dany Asep,4,2026-05-06 21:34:33,ok
Sauki Ganjar,5,2026-05-06 21:33:50,siip
Devi Maya sari,3,2026-05-06 21:32:37,"tolong aktivitas nya di perbaiki lagi, enggak bisa di lihat"
PRI YANTO,5,2026-05-06 21:31:59,"dana instan sangat membantu bagi kami,disaat mendesak untuk kebutuhan sehari-hari.bila perlu limitnya dibesar sekitar 1 juta SD 2 juta dalam jangka waktu 6 bulan - 12 bulan.karena dana instan sangat membantu rakyat Indonesia dan bunganya rendah.itu saja mks👍👍"
Wati Ibu,5,2026-05-06 21:31:40,posting 25000 dana
achmad usman,5,2026-05-06 21:30:37,Saya Puas Transaksi dgn DANA ..semua jadi mudah👍🥳
angah 2836,5,2026-05-06 21:30:03,dana sangat bagus untuk menyimpan uang yang kita dapat
Annisa tri winata,5,2026-05-06 21:29:42,bagus
boima panjaitan,5,2026-05-06 21:28:14,great
Kali bata 12,5,2026-05-06 21:25:54,matoh
algito jr,3,2026-05-06 21:22:07,cukimai aplikasi tra jelas ngri bangzzattt..kasih kembali sa punang tu cukimaiiiyyy
Uway,1,2026-05-06 21:20:38,knp skrg dana instan tidak bisa pengajuan.. padahal masih ada sisa limitnya
